RegionID,RegionName,City,County,State,Metro,SizeRank,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
74554,37917,Knoxville,Knox,TN,Knoxville,5214,6.923076923076921,5.561735261401559,5.19145380919975,6.360424028268549,7.53828267850043,6.257822277847309,5.71849978929625,5.9607771761386905,4.88586600992804,5.561735261401559,6.255865485390201,7.704160246533131,5.6710775047259006,6.58758955835055,7.064910004325111,8.85714285714285,5.72550838452881,5.26870389884089,5.26870389884089,5.561735261401559,5.59306972793624,4.00667779632721,5.69020021074815,6.66666666666667,5.68206220894186,5.561735261401559,6.466694850539151,5.561735261401559,3.65655370550098,4.0032025620496405,5.561735261401559,5.3523991366428705,6.57602663706992,4.51624187906047,4.74511162791052,5.25547445255474,6.40625,5.1768766177739405,5.13452678587488,5.889281507656059,5.37240537240538,7.48286143182274,4.0032025620496405,5.26315789473685,4.767580452920139,4.25531914893616,4.9049049049049005,4.36817591524139,4.11522633744856,5.005005005005001,5.06292337799187,5.1768766177739405,5.747126436781611,4.33755967597722,2.97587341556156,4.44956584823151,4.34782608695652,4.54752254115312,4.0032025620496405,5.692800362244281,3.88185654008438,4.654771140418929,4.46808510638298,5.561735261401559
