RegionName,City,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
37917,Knoxville,TN,Knoxville,Knox,3543,79.3852756286267,79.6985815602837,79.4701986754967,83.6723780421259,84.97807017543859,83.3951762523191,79.53431372549021,79.42170594338221,79.4358974358974,77.82971361333809,75.4887867183853,73.32285115303979,75.38537644676859,74.56395348837209,75.38537644676859,75.38537644676859,74.5827735569351,72.75246782010221,69.423304381598,69.076052796983,74.4736842105263,69.2854048541636,74.0575350958305,69.076052796983,67.109243697479,71.4797136038186,68.8246097337006,71.7157214644652,72.8525121555916,72.92260644275929,73.402388153473,66.944991591218,70.75809584695959,73.1085526315789,76.44901610017891,76.7127362981096,77.867983460792,79.058908045977,82.5321597833446,81.8452847220668,76.1154951370469,78.20103571211709,78.20103571211709,78.32898172323759,78.5943154230223,78.859649122807,77.98028033530301,75.3787878787879,76.46750524109021,76.79180887372009,79.2989417989418,75.4274958326013,78.7324403317853,81.022956870569,79.7208994708995,76.910390324354,75.2773375594295,75.0,76.79180887372009,74.4662498171713,71.36904761904759,72.34645199761479,76.7969527363184,79.0723981900452,80.7354756899256,80.7354756899256,79.3333333333333,78.34780774140481,78.34780774140481,76.2222222222222,76.4952153110048,75.3930817610063
