RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
74554,37917,Knoxville,TN,Knoxville,Knox,4700,8.1927,8.0362,7.9803,7.8462,7.6674,7.3991,7.1756,6.8738,6.7062,6.4491,6.4491,6.6615,6.4938,6.505,6.7285,6.7844,6.7285,6.6726,6.5832,6.4491,6.3038,6.5385,6.6167,6.7062,6.8068,6.7620000000000005,6.6167,6.4603,6.5273,6.5385,6.5273,6.5832,6.5497,6.3709,6.3597,6.2032,6.0691,6.125,6.1697,6.1697,6.1808,6.1361,6.2814,6.3485,6.3597,6.4603,6.4267,6.4938,6.5832,6.4156,6.3932,6.5497,6.6056,6.8068,6.9409,7.075,7.2427,7.1756,7.2427,7.1868,7.4103,7.6115,7.6674,7.645,7.6786,7.6338,7.6227,7.5891,7.7568,7.7568,7.7903,8.025,8.0139,8.1368,8.0362,8.1815,8.1368,8.2486,8.2821,8.2262,8.215,8.148,8.3827,8.3827,8.3156,8.2709,8.4498,8.5951,8.7515,8.6957,8.5951,8.9863,8.7962,8.7739,8.6398,8.6398,8.7404,8.7739,8.7962,8.7627,8.8186,8.9639,9.1986,9.1427,9.1539,9.1874,9.3439,9.5227,9.668,9.7128,9.6569,9.5786,9.3104,9.2992,9.1539,8.9974,9.0421,9.0868,8.9863,8.7962,8.5839,8.4162,8.3603,8.1592,7.9356,7.7009,7.5668,7.3768,7.1979,7.0303,6.7956,6.6056,6.5497,6.3485,6.1026,5.935,5.7226,5.5549,5.5089999999999995,5.4531,5.2532,5.1313,5.3631,5.5396,5.6058,5.6169,5.7824,5.8155,5.9921,5.9479,5.8707,5.9479,5.8376,5.6695,5.3729,5.1964,5.1669,5.3338,5.3448,5.1293,4.9532,4.8117,4.7037,4.7367,5.0633,5.1734,5.1073,5.1403,5.0853,5.0204,4.9763,5.1525,5.2955,5.2846,5.4933,5.6801,5.5812,5.4054,5.4713,5.5812,5.6471,5.6832,5.5293,5.6386,5.6405,5.6734,5.5085,5.3766,5.4865,5.6954,5.5195,5.6734,5.6954,5.5855,5.6625,5.5305,5.5855,5.5195,5.6295,5.3876,5.5745,5.5635,5.4755,5.5195,5.4645,5.5855,5.6515,5.7614,5.5525,5.6405,5.6844,5.8494,5.8164,5.8274,5.9043,5.4865
