RegionID,RegionName,City,County,State,Metro,SizeRank,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
74554,37917,Knoxville,Knox,TN,Knoxville,5214,15.228426395939099,19.7368421052632,13.8888888888889,11.337209302325599,12.844036697247699,12.1710526315789,10.1538461538462,14.457831325301198,17.4556213017751,17.910447761194,15.3392330383481,13.6231884057971,17.1717171717172,11.827956989247301,10.1818181818182,7.33590733590734,16.0493827160494,12.7118644067797,14.9425287356322,14.0740740740741,18.7250996015936,17.977528089887603,16.99604743083,23.360655737704896,14.8760330578512,16.2790697674419,12.313432835820901,8.05084745762712,11.009174311926598,12.389380530973499,15.8730158730159,22.3484848484848,19.6296296296296,18.352059925093602,15.8064516129032,14.6953405017921,13.333333333333302,16.053511705685597,12.7737226277372,9.7165991902834,13.580246913580199,11.0204081632653,15.102040816326499,19.140625,20.676691729323302,17.977528089887603,18.248175182481802,18.461538461538503,12.992125984252,15.8730158730159,12.184873949579801,12.037037037037,14.084507042253499,7.84313725490196,13.5746606334842,14.40329218107,16.931216931216902,13.5265700483092,18.0904522613065,15.5913978494624,18.2857142857143,15.7303370786517,11.176470588235302,11.764705882352901
