RegionName,RegionType,City,CountyName,Metro,StateFullName,DataTypeDescription,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
37917,Zip,Knoxville,Knox,Knoxville,Tennessee,All Homes,266,267,265,259,266,293,317,327,327,327,320,309,304,303,305,307,302,286,270,272,278,273,263,252,240,229,226,227,226,221,217,213,207,208,222,232,229,228,234,238,233,225,223,223,227,227,220,218,223,223,220,222,222,217,214,207,200,194,184,180,185,187,176,159,152,152,145,132,122,120,124,129
