RegionID,RegionName,City,County,State,Metro,SizeRank,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
74554,37917,Knoxville,Knox,TN,Knoxville,5214,14.717936672761299,18.6364976857227,16.6311740215966,16.1596938545243,13.9979678921121,15.8133286713406,11.2647013386751,11.863486790237902,13.6875489579129,16.117545597217,13.598842276682,11.657900026960098,16.6612274485394,10.727612569706801,12.9241033145259,12.158391888106001,17.203313910913803,16.3541404465414,16.053383920461098,11.479729539010801,14.957027257731399,16.1846259259106,15.255656669163999,21.395367358867897,14.3655433346735,15.178725347901402,15.0557179685286,12.873332009825802,12.163105506791,16.031656570735098,16.9838710578448,19.754140313421498,15.8615572857674,16.5591577611166,14.0660608512372,12.730052122955101,12.8228436101556,14.953167286145101,15.516007760444902,14.539083742482099,14.7341781084447,14.662684203027,16.2128960011555,16.5462804649367,16.908619385461098,16.1846259259106,16.5077844208157,16.4962500827015,12.4816362610742,14.772671453475402,14.927159082287499,16.859521589235698,15.2384382371179,11.485413294663699,14.6855158183131,11.8089476460066,13.163144587354699,11.7336678843321,16.3500614996405,13.626109470625401,17.7752245625365,14.629992659111199,13.918755720943,16.587190434551598
