RegionType,RegionName,State,CBSA Title,SizeRankCity,SizeRankMetro,PctPriceCut,DaysOnMarket,BuyerSellerIndex,BuyerSellerIndexMetro
Zip,37917,TN,"""Knoxville, TN""",6311,64,13.586956521739099,87.0,6.388888888888889,3.6504854368932005
