RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
74554,37917,Knoxville,TN,Knoxville,Knox,4803,110.0,112.5,114.9,117.4,119.6,121.7,123.5,125.0,126.3,127.3,128.2,129.1,129.7,130.4,131.0,131.6,132.2,133.0,133.9,134.9,136.0,137.1,138.2,139.3,140.3,141.1,141.8,142.2,142.3,142.2,141.7,140.9,139.9,138.7,137.5,136.2,134.9,133.8,132.8,132.0,131.4,131.3,131.4,131.9,132.5,133.3,134.1,134.9,135.5,136.0,136.1,135.8,135.1,133.8,131.9,129.6,127.0,124.2,121.5,119.0,116.9,115.2,114.1,113.5,113.7,114.9,117.1,120.4,124.7,129.9,136.0,143.0,150.6,159.0,167.7,176.7,185.8,194.5,202.7,210.2,217.0,223.2,228.7,233.7,238.0,242.0,245.6,248.9,252.0,255.0,258.0,260.8,263.4,265.4,267.0,267.7,267.6,266.5,264.1,260.5,255.6,249.2,241.4,232.4,222.7,212.6,202.2,192.0,181.9,172.4,163.4,155.1,147.5,140.7,134.6,129.2,124.3,119.7,115.4
