RegionType,RegionName,City,State,Metro,CBSATitle,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Zip,37917,Knoxville,TN,"Knoxville, TN","""Knoxville, TN""",,2.0916364734299497,,,,81400.0,0.618046971569839,3.4307496823379906,0.0365970515970515,115.4,0.24444444444444396,0.0230880230880231,75.0
